	Amino Acids Biosynthesis	Hormones Biosynthesis	Aromatic Compounds Degradation	Other Biosynthesis	Superpathways	Bioluminescence	Aminoacyl-tRNA Charging	Chlorinated Compounds Degradation	Degradation/Utilization/Assimilation - Other	Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis	Pentose Phosphate Pathways	Hydrogen Production	Generation of Precursor Metabolites and Energy	Interconversions	Carboxylates Degradation	Siderophore Biosynthesis	Reactive Oxygen Species Degradation	Respiration	Fermentation	Metabolic Regulators Biosynthesis	Electron Transfer	Metabolic Clusters	Chemoautotrophic Energy Metabolism	Inorganic Nutrients Metabolism	Protein Modification	Glycolysis	Mercury Detoxification	Amines and Polyamines Degradation	Fatty Acid and Lipids Degradation	Aldehyde Degradation	Arsenate Detoxification	Detoxification	Seleno-Amino Acid Detoxification	Secondary Metabolites Biosynthesis	C1 Compounds Utilization and Assimilation	Inactivation	Polymeric Compounds Degradation	Cofactors, Prosthetic Groups, Electron Carriers Degradation	Cyanide Detoxification	Steroids Degradation	Antibiotic Resistance	Secondary Metabolites Degradation	Amines and Polyamines Biosynthesis	Acetyl-CoA Biosynthesis	Carbohydrates Biosynthesis	Photosynthesis	Methylglyoxal Detoxification	Carbohydrates Degradation	Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Cell Structures Biosynthesis	Other	Amino Acids Degradation	Protein Degradation	Alcohols Degradation	Aromatic Compounds Biosynthesis	Activation	Storage Compounds Biosynthesis	Hormones Degradation	TCA cycle	Acid Resistance	Fatty Acid and Lipid Biosynthesis	Entner-Duodoroff Pathways	Nucleosides and Nucleotides Degradation
Abiotrophia	0.10483870967741936	0.0	0.0	0.0	0.052770448548812667	0.0	0.25	0.0	0.0	0.0743801652892562	0.25	0.0	0.03333333333333333	0.0	0.030303030303030304	0.0	1.0	0.0	0.045454545454545456	0.03571428571428571	0.0	0.07272727272727272	0.0	0.016260162601626018	0.0	0.4	1.0	0.01639344262295082	0.0	0.18181818181818182	0.0	0.0	0.0	0.00410958904109589	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.01818181818181818	0.02631578947368421	0.0	0.027586206896551724	0.0	0.25	0.043478260869565216	0.0	0.4461538461538462	0.0410958904109589	0.0	0.034782608695652174	0.0	0.05	0.03125	0.0	0.0	0.0	0.0	0.0	0.03783783783783784	0.0	0.2972972972972973
Acaricomes	0.20967741935483872	0.0	0.005050505050505051	0.0	0.055408970976253295	0.0	0.5	0.0	0.03225806451612903	0.09090909090909091	0.0	0.0	0.03333333333333333	0.0	0.030303030303030304	0.0	1.0	0.05263157894736842	0.015151515151515152	0.07142857142857142	0.03125	0.07272727272727272	0.0	0.04065040650406504	0.0	0.2	0.0	0.06557377049180328	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.021739130434782608	0.0	0.0	0.0	0.14285714285714285	0.0	0.05263157894736842	0.25	0.027586206896551724	0.0	0.125	0.017391304347826087	0.0	0.46153846153846156	0.0684931506849315	0.0	0.14782608695652175	0.0	0.05	0.03125	0.0	0.0	0.0	0.1111111111111111	0.0	0.021621621621621623	0.0	0.10810810810810811
Acaryochloris	0.3467741935483871	0.0	0.030303030303030304	0.25	0.16358839050131926	0.0	0.5	0.07142857142857142	0.0967741935483871	0.2768595041322314	0.75	0.6666666666666666	0.03333333333333333	0.0	0.07575757575757576	0.0	0.5	0.14035087719298245	0.16666666666666666	0.14285714285714285	0.125	0.10909090909090909	0.3888888888888889	0.15447154471544716	0.0	0.6	1.0	0.04918032786885246	0.11428571428571428	0.2727272727272727	0.2	0.06666666666666667	0.0	0.0136986301369863	0.12903225806451613	0.0	0.08695652173913043	0.0	0.0	0.75	0.14285714285714285	0.045454545454545456	0.13157894736842105	0.25	0.1103448275862069	0.5714285714285714	0.25	0.10434782608695652	0.0	0.5076923076923077	0.136986301369863	0.2	0.1565217391304348	0.0	0.4	0.09375	0.3	0.0	0.0	0.3333333333333333	0.3333333333333333	0.10270270270270271	0.0	0.1891891891891892
Acetivibrio	0.4032258064516129	0.014492753623188406	0.010101010101010102	0.0	0.13720316622691292	0.0	0.5	0.0	0.0	0.19834710743801653	0.25	0.6666666666666666	0.03333333333333333	0.0	0.030303030303030304	0.0	0.5	0.0	0.18181818181818182	0.07142857142857142	0.03125	0.12727272727272726	0.16666666666666666	0.07317073170731707	0.0	0.4	0.0	0.01639344262295082	0.02857142857142857	0.18181818181818182	0.2	0.0	0.0	0.00410958904109589	0.12903225806451613	0.0	0.06521739130434782	0.0	0.0	0.0	0.14285714285714285	0.02727272727272727	0.13157894736842105	0.0	0.08275862068965517	0.14285714285714285	0.125	0.0782608695652174	0.0	0.6	0.1506849315068493	0.2	0.12173913043478261	0.0	0.15	0.09375	0.2	0.2	0.0	0.1111111111111111	0.3333333333333333	0.06486486486486487	0.0	0.32432432432432434
Acetobacter	0.46774193548387094	0.043478260869565216	0.020202020202020204	0.0	0.1741424802110818	0.0	0.75	0.0	0.16129032258064516	0.2892561983471074	0.75	0.1111111111111111	0.03333333333333333	0.0	0.16666666666666666	0.0	1.0	0.22807017543859648	0.19696969696969696	0.25	0.28125	0.14545454545454545	0.1111111111111111	0.16260162601626016	0.0	0.4	0.0	0.19672131147540983	0.11428571428571428	0.18181818181818182	0.2	0.06666666666666667	0.0	0.00684931506849315	0.16129032258064516	0.0	0.10869565217391304	0.0	0.0	0.5	0.0	0.06363636363636363	0.15789473684210525	0.25	0.13793103448275862	0.0	0.25	0.11304347826086956	0.0	0.5384615384615384	0.1506849315068493	0.2	0.25217391304347825	0.0	0.3	0.125	0.2	0.0	0.0	0.5555555555555556	0.0	0.11351351351351352	0.0	0.32432432432432434
Acetobacteraceae	0.3467741935483871	0.028985507246376812	0.050505050505050504	0.0	0.15567282321899736	0.0	0.5	0.0	0.06451612903225806	0.24380165289256198	0.25	0.6666666666666666	0.06666666666666667	0.0	0.19696969696969696	0.05263157894736842	0.5	0.12280701754385964	0.06060606060606061	0.17857142857142858	0.1875	0.10909090909090909	0.2222222222222222	0.07317073170731707	0.0	0.2	0.0	0.19672131147540983	0.14285714285714285	0.2727272727272727	0.2	0.0	0.0	0.00821917808219178	0.16129032258064516	0.0	0.06521739130434782	0.0	0.0	0.75	0.0	0.07272727272727272	0.15789473684210525	0.25	0.13793103448275862	0.14285714285714285	0.25	0.09565217391304348	0.0	0.5384615384615384	0.1780821917808219	0.2	0.23478260869565218	0.0	0.4	0.125	0.1	0.2	0.0	0.6666666666666666	0.3333333333333333	0.12432432432432433	0.0	0.2972972972972973
Acetobacterium	0.3870967741935484	0.0	0.015151515151515152	0.0	0.158311345646438	0.0	0.5	0.023809523809523808	0.03225806451612903	0.2644628099173554	0.25	0.2222222222222222	0.03333333333333333	0.0	0.06060606060606061	0.0	0.5	0.07017543859649122	0.24242424242424243	0.07142857142857142	0.0	0.12727272727272726	0.05555555555555555	0.13008130081300814	0.0	0.4	0.0	0.11475409836065574	0.08571428571428572	0.18181818181818182	0.2	0.0	0.0	0.00410958904109589	0.12903225806451613	0.0	0.043478260869565216	0.0	0.0	0.0	0.2857142857142857	0.00909090909090909	0.13157894736842105	0.25	0.07586206896551724	0.0	0.25	0.06956521739130435	0.0	0.6307692307692307	0.136986301369863	0.0	0.2	0.0	0.45	0.15625	0.2	0.0	0.0	0.0	0.6666666666666666	0.0972972972972973	0.0	0.2702702702702703
Acetohalobium	0.3467741935483871	0.0	0.010101010101010102	0.0	0.14775725593667546	0.0	0.25	0.0	0.0	0.23553719008264462	0.25	0.1111111111111111	0.0	0.0	0.015151515151515152	0.0	0.5	0.03508771929824561	0.2878787878787879	0.10714285714285714	0.03125	0.09090909090909091	0.1111111111111111	0.10569105691056911	0.0	0.4	0.0	0.04918032786885246	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.00410958904109589	0.0967741935483871	0.0	0.06521739130434782	0.0	0.0	0.0	0.2857142857142857	0.01818181818181818	0.05263157894736842	0.0	0.08275862068965517	0.0	0.125	0.06086956521739131	0.0	0.5230769230769231	0.136986301369863	0.0	0.1565217391304348	0.0	0.2	0.125	0.2	0.0	0.0	0.1111111111111111	0.0	0.05405405405405406	0.0	0.40540540540540543
Acetonema	0.3709677419354839	0.0	0.025252525252525252	0.0	0.13984168865435356	0.0	0.75	0.0	0.0	0.2190082644628099	0.25	0.6666666666666666	0.0	0.05555555555555555	0.21212121212121213	0.05263157894736842	0.5	0.15789473684210525	0.16666666666666666	0.17857142857142858	0.15625	0.09090909090909091	0.2222222222222222	0.11382113821138211	0.0	0.4	0.0	0.13114754098360656	0.11428571428571428	0.2727272727272727	0.0	0.0	0.0	0.0	0.12903225806451613	0.0	0.06521739130434782	0.0	0.0	0.125	0.14285714285714285	0.08181818181818182	0.10526315789473684	0.0	0.1103448275862069	0.14285714285714285	0.125	0.10434782608695652	0.0	0.46153846153846156	0.1780821917808219	0.0	0.20869565217391303	0.0	0.4	0.125	0.2	0.2	0.0	0.1111111111111111	0.3333333333333333	0.06486486486486487	0.0	0.21621621621621623
Acholeplasma	0.056451612903225805	0.0	0.0	0.0	0.036939313984168866	0.0	0.25	0.0	0.0	0.07024793388429752	0.25	0.0	0.0	0.0	0.0	0.0	1.0	0.017543859649122806	0.030303030303030304	0.03571428571428571	0.0	0.05454545454545454	0.0	0.016260162601626018	0.0	0.0	0.0	0.03278688524590164	0.02857142857142857	0.09090909090909091	0.2	0.0	0.0	0.0	0.06451612903225806	0.0	0.0	0.0	0.0	0.0	0.0	0.02727272727272727	0.07894736842105263	0.0	0.027586206896551724	0.0	0.125	0.043478260869565216	0.0	0.4461538461538462	0.0273972602739726	0.0	0.043478260869565216	0.0	0.05	0.125	0.1	0.0	0.0	0.0	0.0	0.043243243243243246	0.0	0.16216216216216217
Achromobacter	0.5	0.057971014492753624	0.10101010101010101	0.0	0.25857519788918204	0.0	0.75	0.047619047619047616	0.06451612903225806	0.2975206611570248	0.75	0.2222222222222222	0.13333333333333333	0.0	0.42424242424242425	0.0	1.0	0.42105263157894735	0.24242424242424243	0.21428571428571427	0.5625	0.12727272727272726	0.4444444444444444	0.2926829268292683	0.0	0.2	1.0	0.22950819672131148	0.17142857142857143	0.2727272727272727	0.6	0.13333333333333333	0.0	0.00684931506849315	0.2903225806451613	0.0	0.06521739130434782	0.0	0.0	0.125	0.14285714285714285	0.10909090909090909	0.23684210526315788	0.25	0.14482758620689656	0.14285714285714285	0.25	0.06956521739130435	0.0	0.5846153846153846	0.1506849315068493	0.4	0.3652173913043478	0.0	0.4	0.1875	0.3	0.2	0.0	0.6666666666666666	0.3333333333333333	0.14594594594594595	0.0	0.2972972972972973
Acidaminococcus	0.3467741935483871	0.014492753623188406	0.025252525252525252	0.0	0.1424802110817942	0.0	0.75	0.0	0.0	0.23140495867768596	0.5	0.5555555555555556	0.06666666666666667	0.0	0.10606060606060606	0.0	0.0	0.03508771929824561	0.2727272727272727	0.10714285714285714	0.0	0.12727272727272726	0.16666666666666666	0.08130081300813008	0.0	0.4	0.0	0.09836065573770492	0.11428571428571428	0.2727272727272727	0.0	0.0	0.0	0.005479452054794521	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.125	0.14285714285714285	0.03636363636363636	0.15789473684210525	0.0	0.07586206896551724	0.0	0.25	0.06956521739130435	0.0	0.5846153846153846	0.1780821917808219	0.0	0.20869565217391303	0.0	0.3	0.09375	0.2	0.0	0.0	0.1111111111111111	0.0	0.07027027027027027	0.3333333333333333	0.35135135135135137
Acidianus	0.18548387096774194	0.014492753623188406	0.0	0.0	0.0395778364116095	0.0	0.75	0.0	0.03225806451612903	0.0743801652892562	0.0	0.2222222222222222	0.0	0.0	0.045454545454545456	0.0	0.0	0.12280701754385964	0.030303030303030304	0.03571428571428571	0.09375	0.09090909090909091	0.2777777777777778	0.11382113821138211	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013698630136986301	0.16129032258064516	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.0	0.05263157894736842	0.0	0.04827586206896552	0.0	0.0	0.08695652173913043	0.0	0.2923076923076923	0.0136986301369863	0.2	0.06086956521739131	0.0	0.1	0.09375	0.0	0.0	0.0	0.2222222222222222	0.0	0.005405405405405406	0.6666666666666666	0.08108108108108109
Acidilobus	0.1532258064516129	0.0	0.0	0.0	0.036939313984168866	0.0	0.75	0.0	0.0	0.09504132231404959	0.0	0.0	0.03333333333333333	0.0	0.06060606060606061	0.0	0.0	0.017543859649122806	0.06060606060606061	0.14285714285714285	0.0	0.07272727272727272	0.0	0.04065040650406504	0.0	0.4	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.00684931506849315	0.0	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.00909090909090909	0.05263157894736842	0.0	0.06896551724137931	0.0	0.0	0.12173913043478261	0.0	0.24615384615384617	0.0410958904109589	0.0	0.0782608695652174	0.0	0.05	0.03125	0.2	0.0	0.0	0.1111111111111111	0.0	0.016216216216216217	0.6666666666666666	0.10810810810810811
Acidimicrobium	0.25	0.0	0.010101010101010102	0.0	0.08179419525065963	0.0	0.75	0.0	0.03225806451612903	0.19421487603305784	0.25	0.2222222222222222	0.0	0.0	0.06060606060606061	0.0	1.0	0.15789473684210525	0.015151515151515152	0.17857142857142858	0.1875	0.10909090909090909	0.16666666666666666	0.056910569105691054	0.0	0.0	0.0	0.01639344262295082	0.11428571428571428	0.09090909090909091	0.2	0.0	0.0	0.0027397260273972603	0.0967741935483871	0.0	0.06521739130434782	0.0	0.0	0.0	0.14285714285714285	0.01818181818181818	0.07894736842105263	0.25	0.08275862068965517	0.14285714285714285	0.125	0.043478260869565216	0.0	0.4461538461538462	0.1095890410958904	0.0	0.11304347826086956	0.0	0.25	0.09375	0.2	0.0	0.0	0.3333333333333333	0.3333333333333333	0.043243243243243246	0.0	0.0
Acidiphilium	0.3709677419354839	0.043478260869565216	0.015151515151515152	0.0	0.16094986807387862	0.0	0.5	0.0	0.0967741935483871	0.28512396694214875	0.25	0.2222222222222222	0.06666666666666667	0.0	0.25757575757575757	0.0	0.5	0.19298245614035087	0.07575757575757576	0.25	0.25	0.10909090909090909	0.4444444444444444	0.14634146341463414	0.0	0.0	1.0	0.19672131147540983	0.11428571428571428	0.18181818181818182	0.6	0.0	0.0	0.00684931506849315	0.1935483870967742	0.0	0.06521739130434782	0.0	0.0	0.125	0.14285714285714285	0.11818181818181818	0.23684210526315788	0.25	0.1310344827586207	0.14285714285714285	0.25	0.11304347826086956	0.0	0.5076923076923077	0.1506849315068493	0.2	0.23478260869565218	0.0	0.35	0.09375	0.3	0.2	0.0	0.4444444444444444	0.0	0.10810810810810811	0.3333333333333333	0.1891891891891892
Acidithiobacillus	0.3629032258064516	0.014492753623188406	0.015151515151515152	0.0	0.15567282321899736	0.0	0.75	0.0	0.03225806451612903	0.28512396694214875	0.75	0.5555555555555556	0.1	0.0	0.07575757575757576	0.0	0.5	0.17543859649122806	0.09090909090909091	0.14285714285714285	0.25	0.10909090909090909	0.4444444444444444	0.15447154471544716	0.0	0.2	1.0	0.01639344262295082	0.05714285714285714	0.18181818181818182	0.4	0.0	0.0	0.00821917808219178	0.16129032258064516	0.0	0.06521739130434782	0.0	0.0	0.0	0.14285714285714285	0.01818181818181818	0.10526315789473684	0.25	0.09655172413793103	0.14285714285714285	0.25	0.05217391304347826	0.0	0.5076923076923077	0.136986301369863	0.2	0.14782608695652175	0.0	0.15	0.15625	0.3	0.0	0.0	0.3333333333333333	0.6666666666666666	0.12432432432432433	0.0	0.24324324324324326
Acidobacterium	0.3629032258064516	0.0	0.010101010101010102	0.0	0.13192612137203166	0.0	0.75	0.0	0.0	0.21487603305785125	0.75	0.0	0.0	0.05555555555555555	0.16666666666666666	0.0	0.5	0.10526315789473684	0.07575757575757576	0.25	0.125	0.12727272727272726	0.16666666666666666	0.0975609756097561	0.0	0.2	1.0	0.11475409836065574	0.17142857142857143	0.09090909090909091	0.2	0.0	0.0	0.005479452054794521	0.16129032258064516	0.0	0.10869565217391304	0.0	0.0	0.125	0.14285714285714285	0.1	0.05263157894736842	0.25	0.1103448275862069	0.0	0.125	0.1826086956521739	0.0	0.5384615384615384	0.1232876712328767	0.0	0.21739130434782608	0.0	0.15	0.125	0.2	0.0	0.0	0.1111111111111111	0.3333333333333333	0.08108108108108109	0.0	0.2972972972972973
Acidocella	0.4032258064516129	0.043478260869565216	0.045454545454545456	0.0	0.19261213720316622	0.0	0.75	0.0	0.12903225806451613	0.3140495867768595	0.75	0.1111111111111111	0.03333333333333333	0.0	0.21212121212121213	0.0	1.0	0.2982456140350877	0.13636363636363635	0.21428571428571427	0.5	0.12727272727272726	0.1111111111111111	0.10569105691056911	0.0	0.2	1.0	0.22950819672131148	0.08571428571428572	0.2727272727272727	0.4	0.06666666666666667	0.0	0.005479452054794521	0.16129032258064516	0.0	0.08695652173913043	0.0	0.0	0.75	0.2857142857142857	0.09090909090909091	0.15789473684210525	0.25	0.09655172413793103	0.14285714285714285	0.25	0.1391304347826087	0.0	0.6153846153846154	0.136986301369863	0.2	0.25217391304347825	0.0	0.35	0.125	0.3	0.2	0.0	0.6666666666666666	0.6666666666666666	0.11351351351351352	0.3333333333333333	0.1891891891891892
Acidothermus	0.33064516129032256	0.0	0.025252525252525252	0.0	0.1345646437994723	0.0	0.5	0.0	0.03225806451612903	0.2603305785123967	0.75	0.6666666666666666	0.03333333333333333	0.0	0.06060606060606061	0.0	0.5	0.15789473684210525	0.06060606060606061	0.25	0.15625	0.12727272727272726	0.3888888888888889	0.11382113821138211	0.0	0.2	1.0	0.09836065573770492	0.02857142857142857	0.09090909090909091	0.2	0.0	0.0	0.00410958904109589	0.12903225806451613	0.0	0.08695652173913043	0.0	0.0	0.125	0.14285714285714285	0.02727272727272727	0.05263157894736842	0.25	0.1103448275862069	0.0	0.125	0.10434782608695652	0.0	0.49230769230769234	0.136986301369863	0.0	0.17391304347826086	0.0	0.15	0.09375	0.2	0.0	0.0	0.3333333333333333	0.0	0.043243243243243246	0.0	0.13513513513513514
Acidovorax	0.4596774193548387	0.043478260869565216	0.05555555555555555	0.0	0.20052770448548812	0.0	0.75	0.023809523809523808	0.06451612903225806	0.2727272727272727	0.75	0.1111111111111111	0.13333333333333333	0.0	0.30303030303030304	0.05263157894736842	0.5	0.19298245614035087	0.16666666666666666	0.21428571428571427	0.25	0.12727272727272726	0.2222222222222222	0.16260162601626016	0.0	0.4	1.0	0.16393442622950818	0.14285714285714285	0.2727272727272727	0.2	0.0	0.0	0.005479452054794521	0.1935483870967742	0.0	0.08695652173913043	0.0	0.0	0.125	0.14285714285714285	0.09090909090909091	0.13157894736842105	0.25	0.11724137931034483	0.14285714285714285	0.25	0.09565217391304348	0.0	0.5230769230769231	0.136986301369863	0.2	0.2782608695652174	0.0	0.3	0.125	0.3	0.2	0.0	0.6666666666666666	0.0	0.12432432432432433	0.3333333333333333	0.2972972972972973
Aciduliprofundum	0.20161290322580644	0.014492753623188406	0.0	0.0	0.06068601583113457	0.0	0.75	0.0	0.0	0.09090909090909091	0.25	0.1111111111111111	0.03333333333333333	0.0	0.07575757575757576	0.0	0.0	0.0	0.06060606060606061	0.03571428571428571	0.0	0.10909090909090909	0.1111111111111111	0.06504065040650407	0.0	0.0	0.0	0.01639344262295082	0.02857142857142857	0.09090909090909091	0.0	0.0	0.0	0.0013698630136986301	0.12903225806451613	0.0	0.021739130434782608	0.0	0.0	0.0	0.0	0.0	0.10526315789473684	0.25	0.041379310344827586	0.0	0.0	0.017391304347826087	0.0	0.36923076923076925	0.0547945205479452	0.0	0.1391304347826087	0.0	0.15	0.03125	0.1	0.0	0.0	0.1111111111111111	0.3333333333333333	0.010810810810810811	0.0	0.16216216216216217
Acinetobacter	0.3629032258064516	0.028985507246376812	0.08585858585858586	0.0	0.17150395778364116	0.0	0.75	0.023809523809523808	0.0967741935483871	0.26859504132231404	0.25	0.0	0.06666666666666667	0.0	0.12121212121212122	0.0	1.0	0.24561403508771928	0.09090909090909091	0.10714285714285714	0.34375	0.14545454545454545	0.0	0.16260162601626016	0.0	0.2	0.0	0.18032786885245902	0.17142857142857143	0.18181818181818182	0.2	0.0	0.0	0.0027397260273972603	0.12903225806451613	0.0	0.021739130434782608	0.0	0.0	0.125	0.14285714285714285	0.01818181818181818	0.10526315789473684	0.25	0.06896551724137931	0.0	0.25	0.043478260869565216	0.0	0.5230769230769231	0.1232876712328767	0.0	0.23478260869565218	0.0	0.3	0.1875	0.3	0.0	0.0	0.6666666666666666	0.3333333333333333	0.08648648648648649	0.3333333333333333	0.10810810810810811
Actibacterium	0.31451612903225806	0.014492753623188406	0.025252525252525252	0.0	0.12137203166226913	0.0	0.5	0.0	0.0967741935483871	0.16942148760330578	0.75	0.0	0.06666666666666667	0.0	0.18181818181818182	0.0	1.0	0.05263157894736842	0.06060606060606061	0.07142857142857142	0.03125	0.09090909090909091	0.05555555555555555	0.06504065040650407	0.0	0.4	0.0	0.04918032786885246	0.05714285714285714	0.18181818181818182	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.11818181818181818	0.10526315789473684	0.25	0.05517241379310345	0.14285714285714285	0.25	0.09565217391304348	0.0	0.5538461538461539	0.0958904109589041	0.0	0.1565217391304348	0.0	0.15	0.15625	0.2	0.2	0.0	0.3333333333333333	0.0	0.07567567567567568	0.3333333333333333	0.40540540540540543
Actinoalloteichus	0.2903225806451613	0.0	0.010101010101010102	0.0	0.079155672823219	0.0	0.5	0.0	0.0	0.15702479338842976	0.25	0.0	0.03333333333333333	0.0	0.09090909090909091	0.0	1.0	0.05263157894736842	0.015151515151515152	0.07142857142857142	0.03125	0.10909090909090909	0.0	0.056910569105691054	0.0	0.2	0.0	0.06557377049180328	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.0027397260273972603	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.0	0.0	0.05454545454545454	0.10526315789473684	0.0	0.041379310344827586	0.0	0.125	0.0782608695652174	0.0	0.5230769230769231	0.0684931506849315	0.0	0.19130434782608696	0.0	0.15	0.09375	0.1	0.0	0.0	0.1111111111111111	0.3333333333333333	0.04864864864864865	0.3333333333333333	0.21621621621621623
Actinobacillus	0.3548387096774194	0.0	0.010101010101010102	0.0	0.18469656992084432	0.0	0.25	0.0	0.0	0.26859504132231404	0.75	0.1111111111111111	0.0	0.0	0.16666666666666666	0.0	0.5	0.10526315789473684	0.09090909090909091	0.10714285714285714	0.09375	0.14545454545454545	0.2777777777777778	0.15447154471544716	0.0	0.2	0.0	0.08196721311475409	0.08571428571428572	0.2727272727272727	0.2	0.0	0.0	0.00410958904109589	0.25806451612903225	0.0	0.08695652173913043	0.0	0.0	0.125	0.14285714285714285	0.07272727272727272	0.05263157894736842	0.25	0.1103448275862069	0.0	0.125	0.17391304347826086	0.0	0.6153846153846154	0.1780821917808219	0.0	0.12173913043478261	0.0	0.3	0.15625	0.3	0.0	0.0	0.4444444444444444	0.0	0.12432432432432433	0.0	0.3783783783783784
Actinobaculum	0.18548387096774194	0.0	0.0	0.0	0.06596306068601583	0.0	0.5	0.0	0.0	0.09504132231404959	0.25	0.0	0.0	0.0	0.06060606060606061	0.0	0.0	0.0	0.07575757575757576	0.14285714285714285	0.0	0.09090909090909091	0.0	0.016260162601626018	0.0	0.2	0.0	0.01639344262295082	0.0	0.18181818181818182	0.0	0.0	0.0	0.00410958904109589	0.0967741935483871	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.03636363636363636	0.02631578947368421	0.0	0.06896551724137931	0.0	0.0	0.06086956521739131	0.0	0.4307692307692308	0.1095890410958904	0.0	0.06956521739130435	0.0	0.0	0.09375	0.0	0.0	0.0	0.0	0.3333333333333333	0.010810810810810811	0.0	0.02702702702702703
Actinocatenispora	0.24193548387096775	0.0	0.03535353535353535	0.0	0.07651715039577836	0.0	0.5	0.023809523809523808	0.03225806451612903	0.128099173553719	0.25	0.0	0.03333333333333333	0.05555555555555555	0.07575757575757576	0.0	1.0	0.05263157894736842	0.045454545454545456	0.07142857142857142	0.03125	0.10909090909090909	0.0	0.07317073170731707	0.0	0.4	0.0	0.04918032786885246	0.05714285714285714	0.09090909090909091	0.0	0.06666666666666667	0.0	0.0027397260273972603	0.03225806451612903	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.045454545454545456	0.10526315789473684	0.0	0.034482758620689655	0.0	0.125	0.08695652173913043	0.0	0.5384615384615384	0.0821917808219178	0.0	0.1826086956521739	0.0	0.15	0.125	0.2	0.0	0.0	0.2222222222222222	0.3333333333333333	0.032432432432432434	0.0	0.16216216216216217
Actinokineospora	0.2903225806451613	0.0	0.020202020202020204	0.0	0.08970976253298153	0.0	0.5	0.023809523809523808	0.06451612903225806	0.2024793388429752	0.25	0.0	0.03333333333333333	0.05555555555555555	0.045454545454545456	0.0	1.0	0.05263157894736842	0.045454545454545456	0.17857142857142858	0.03125	0.07272727272727272	0.0	0.06504065040650407	0.0	0.4	0.0	0.06557377049180328	0.05714285714285714	0.09090909090909091	0.0	0.0	0.0	0.005479452054794521	0.06451612903225806	0.0	0.043478260869565216	0.0	0.0	0.0	0.14285714285714285	0.01818181818181818	0.13157894736842105	0.25	0.06896551724137931	0.0	0.125	0.08695652173913043	0.0	0.5538461538461539	0.0958904109589041	0.0	0.20869565217391303	0.0	0.15	0.125	0.2	0.0	0.0	0.3333333333333333	0.3333333333333333	0.07027027027027027	0.3333333333333333	0.1891891891891892
Actinomadura	0.2903225806451613	0.0	0.0707070707070707	0.0	0.09762532981530343	0.0	0.5	0.047619047619047616	0.06451612903225806	0.17768595041322313	0.25	0.0	0.03333333333333333	0.0	0.10606060606060606	0.0	1.0	0.05263157894736842	0.045454545454545456	0.25	0.03125	0.09090909090909091	0.0	0.08130081300813008	0.0	0.2	0.0	0.08196721311475409	0.08571428571428572	0.18181818181818182	0.0	0.0	0.0	0.0027397260273972603	0.0967741935483871	0.0	0.021739130434782608	0.0	0.0	0.375	0.14285714285714285	0.03636363636363636	0.10526315789473684	0.25	0.07586206896551724	0.14285714285714285	0.25	0.09565217391304348	0.0	0.5384615384615384	0.0821917808219178	0.0	0.21739130434782608	0.0	0.15	0.125	0.2	0.0	0.0	0.2222222222222222	0.3333333333333333	0.07027027027027027	0.3333333333333333	0.2972972972972973
Actinomyces	0.28225806451612906	0.0	0.005050505050505051	0.0	0.11609498680738786	0.0	0.5	0.0	0.0	0.16942148760330578	0.75	0.0	0.0	0.0	0.06060606060606061	0.0	1.0	0.07017543859649122	0.09090909090909091	0.07142857142857142	0.09375	0.10909090909090909	0.0	0.032520325203252036	0.0	0.2	1.0	0.04918032786885246	0.05714285714285714	0.18181818181818182	0.0	0.0	0.0	0.00684931506849315	0.0967741935483871	0.0	0.08695652173913043	0.0	0.0	0.0	0.14285714285714285	0.03636363636363636	0.07894736842105263	0.25	0.07586206896551724	0.0	0.125	0.14782608695652175	0.0	0.5846153846153846	0.136986301369863	0.0	0.13043478260869565	0.0	0.2	0.125	0.1	0.0	0.0	0.1111111111111111	0.0	0.05405405405405406	0.0	0.32432432432432434
